id,wac,awp,unit_price,price,website_url,ndc_formatted,item_number,display_item_number,description,product_size,manufacturer_name,brand,strength,is_available,short_dated,manufacturer_short_name,expiration_date,extension_date,quantity,eta,is_eta_delayed,active,is_short_dated,cloudflare_image_url,branding_type,generic_name,can_add_to_cart,create_date,display_name,lot_number,dosage_form,item_group_filter,availability_status,show_short_dated_label,display_dea_class,hide_dea_icon,restricted_by_dea,last_ordered_date,is_wishlisted
43214,0.0,0.0,0.04,5.17,/shop/vitamin-c-liquid-4oz-500-mg-5ml-43214,369618018549,115794,115794,Vitamin C Liquid 4oz 500 MG/5ML,118 ML,False,Liquid C 500MG,500MG/5ML,True,Short dated,False,10/31/25,,38,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,,True,10/13/23,Vitamin C Liquid 4oz 500 MG/5ML,012042304,LIQD,OTC,available,True,,True,False,False,False
38325,0.0,0.0,0.2,18.26,/shop/roflumilast-500-mcg-38325,64380-0786-05,115150,115150,Roflumilast 500 MCG,90,False,Daliresp,500MCG,True,Short dated,False,08/31/25,,42,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Roflumilast 500 MCG,True,05/31/23,Roflumilast 500 MCG,7252870A,TABS,Rx,available,True,,True,False,False,False
45563,0.0,0.0,1740.0,1740.0,/shop/mresvia-respiratory-syncytial-virus-vaccine-mrna-50-mcg-0-5ml-45563,80777-0345-96,117499,117499,mRESVIA Respiratory Syncytial Virus Vaccine mRNA 50 MCG/0.5ML,0.5 ML,False,,50MCG/0.5ML,True,Short dated,False,12/13/25,,36,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,.,True,07/08/24,mRESVIA Respiratory Syncytial Virus Vaccine mRNA 50 MCG/0.5ML,3041770,SUPN,Rx,available,True,,True,False,False,False
47950,9.0,0.0,0.03,0.9500000000000001,/shop/aripiprazole-tab-5-mg-47950,33342-0123-07,118763,118763,Aripiprazole Tab 5 MG,30,MACLEODS PHARMACEUTICALS,Abilify,5MG,True,Short dated,MACLEODS,09/30/25,,39,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Aripiprazole Tab 5 MG,True,01/29/25,Aripiprazole Tab 5 MG,BAC22103A,TABS,Rx,available,True,,True,False,False,False
18283,100.0,578.56,0.21,12.700000000000001,/shop/abacavir-sulfate-tab-300-mg-base-equiv-18283,69097-0514-03,210066,210066,Abacavir Sulfate Tab 300 MG (Base Equiv),60,CIPLA USA,Ziagen,300MG,True,Short dated,CIPLA USA,07/31/25,,13,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Abacavir Sulfate Tab 300 MG (Base Equiv),True,03/29/22,Abacavir Sulfate Tab 300 MG (Base Equiv),PB30572,TABS,Rx,available,True,,True,False,False,False
20895,39.0,115.98,0.16,16.36,/shop/acarbose-tab-100-mg-20895,64380-0760-06,202179,202179,Acarbose Tab 100 MG,100,STRIDES PHARMA,Precose,100MG,True,Short dated,STRIDES PH,08/31/25,,26,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://s3.amazonaws.com/bpp-photos/Pills/64380-0760-06.jpg,Generic,Acarbose Tab 100 MG,True,03/29/22,Acarbose Tab 100 MG,7252709A,TABS,Rx,available,True,,True,False,False,False
18942,33.0,96.84,0.12,11.65,/shop/acarbose-tab-50-mg-18942,64380-0759-06,202178,202178,Acarbose Tab 50 MG,100,STRIDES PHARMA,Precose,50MG,True,Short dated,STRIDES PH,01/31/26,,13,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://s3.amazonaws.com/bpp-photos/64380-0759-06Acarbose50mg100ct.jpg,Generic,Acarbose Tab 50 MG,True,03/29/22,Acarbose Tab 50 MG,7254227A,TABS,Rx,available,True,,True,False,False,False
46518,8.8,11.0,0.07,4.76,/shop/actidose-aqua-15-gm-72ml-46518,00574-0521-25,118060,118060,Actidose-Aqua 15 GM/72ML,72 ML,PADAGIS,Activated Charcoal,15GM/72ML,True,Short dated,PADAGIS,06/30/25,,72,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Trademarked,Charcoal Activated Liq,True,10/09/24,Actidose-Aqua 15 GM/72ML,4033381,LIQD,OTC,available,True,,True,False,False,False
20783,200.0,240.0,7.84,39.18,/shop/acyclovir-cream-5-20783,45802-0044-75,408167,408167,Acyclovir Cream 5%,5 GM,PADAGIS,Zovirax,5%,True,Short dated,PADAGIS,10/31/25,,56,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/P0044750.jpg,Generic,Acyclovir Cream 5%,True,03/29/22,Acyclovir Cream 5%,183611,CREA,Rx,available,True,,True,False,False,False
48800,86.05,895.85,0.04,22.5,/shop/acyclovir-tab-400-mg-48800,23155-0227-05,119002,119002,Acyclovir Tab 400 MG,500,AVET PHARMACEUTICALS,Zovirax,400MG,True,Short dated,AVET PHARM,01/31/26,,95,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Acyclovir Tab 400 MG,True,03/12/25,Acyclovir Tab 400 MG,230036A,TABS,Rx,available,True,,True,False,False,False
45454,80.0,445.2,0.06,29.5,/shop/acyclovir-susp-200-mg-5ml-45454,31722-0681-47,117416,117416,Acyclovir Susp 200 MG/5ML,473 ML,CAMBER PHARMACEUTICALS,Zovirax,200MG/5ML,True,Short dated,CAMBER PHA,01/31/26,,24,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Acyclovir Susp 200 MG/5ML,True,06/26/24,Acyclovir Susp 200 MG/5ML,E240766,SUSP,Rx,available,True,,True,False,False,False
48801,147.45,1751.09,0.07,32.8,/shop/acyclovir-tab-800-mg-48801,23155-0228-05,119003,119003,Acyclovir Tab 800 MG,500,AVET PHARMACEUTICALS,Zovirax,800MG,True,Short dated,AVET PHARM,12/31/25,,120,05/02/25,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Acyclovir Tab 800 MG,True,03/12/25,Acyclovir Tab 800 MG,230046A,TABS,Rx,available,True,,True,False,False,False
20507,100.0,120.0,0.16,7.15,/shop/adapalene-benzoyl-peroxide-gel-0-1-2-5-20507,45802-0846-01,509701,509701,Adapalene-Benzoyl Peroxide Gel 0.1-2.5%,45 GM,PADAGIS,Epiduo,0.1-2.5%,True,Short dated,PADAGIS,12/31/25,,484,05/22/25,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/P0846010.jpg,Generic,Adapalene-Benzoyl Peroxide Gel 0.1-2.5%,True,03/29/22,Adapalene-Benzoyl Peroxide Gel 0.1-2.5%,191665,GEL,Rx,available,True,,True,False,False,False
45755,199.62,238.04,31.19,155.97,/shop/afluria-mdv-45755,33332-0124-10,117623,117623,Afluria MDV .,5 ML,SEQIRUS,Afluria MDV,.,True,Short dated,SEQIRUS,06/30/25,,129,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Trademarked,Influenza Virus Vaccine Split IM Susp,True,07/24/24,Afluria MDV .,P100715740,SUSP,Rx,available,True,,True,False,False,False
45754,215.95,257.64,153.77,153.77,/shop/afluria-preservative-free-0-5-ml-45754,33332-0024-03,117622,117622,Afluria Preservative Free 0.5 ML,0.5 ML X 10,SEQIRUS,Afluria,0.5ML,True,Short dated,SEQIRUS,06/30/25,,80,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Trademarked,Influenza Virus Vaccine Split PF Susp Pref Syringe 0.5 ML,True,07/24/24,Afluria Preservative Free 0.5 ML,AW1696A,SUSY,Rx,available,True,,True,False,False,False
18624,39.84,47.81,5.26,15.790000000000001,/shop/albuterol-sulfate-soln-nebu-1-25-mg-3ml-base-equiv-18624,00487-9904-01,309806,309806,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),3 ML X 30,NEPHRON PHARMACEUTICALS CORP.,Accuneb,1.25MG/3ML,True,Short dated,NEPHRON,01/31/26,,86,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/A9904010.jpg,Generic,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),True,03/29/22,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),427401,NEBU,Rx,available,True,,True,False,02/17/22,False
49159,6.25,0.0,1.98,5.95,/shop/albuterol-sulfate-soln-nebu-0-083-2-5-mg-3ml-49159,00487-9501-25,119159,119159,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),3 ML X 25,NEPHRON PHARMACEUTICALS CORP.,Proventil,(2.5 MG/3ML)0.083%,True,Short dated,NEPHRON,11/30/25,,5577,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),True,04/15/25,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),425181,NEBU,Rx,available,True,,True,False,False,False
18829,6.25,0.0,1.98,5.95,/shop/albuterol-sulfate-soln-nebu-0-083-2-5-mg-3ml-18829,00487-9501-25,300012,300012,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),3 ML X 25,NEPHRON PHARMACEUTICALS CORP.,Proventil,(2.5 MG/3ML)0.083%,True,Short dated,NEPHRON,05/31/25,,1512,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://s3.amazonaws.com/bpp-photos/Pills/00487-9501-25_albuterol.083.jpg,Generic,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),True,03/29/22,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),327261,NEBU,Rx,available,True,,True,False,False,False
17847,15.0,0.0,6.83,20.5,/shop/albuterol-sulfate-soln-nebu-0-083-2-5-mg-3ml-17847,00487-9501-60,307226,307226,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),3 ML X 60,NEPHRON PHARMACEUTICALS CORP.,Proventil,(2.5 MG/3ML)0.083%,True,Short dated,NEPHRON,08/31/25,,251,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/N9501600.jpg,Generic,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),True,03/29/22,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),425031,NEBU,Rx,available,True,,True,False,05/05/23,False
17378,0.0,49.8,5.26,15.790000000000001,/shop/albuterol-sulfate-soln-nebu-0-63-mg-3ml-base-equiv-17378,00487-0301-01,300014,300014,Albuterol Sulfate Soln Nebu 0.63 MG/3ML (Base Equiv),3 ML X 30,NEPHRON PHARMACEUTICALS CORP.,Accuneb,0.63MG/3ML,True,Short dated,NEPHRON,05/31/25,,24,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://s3.amazonaws.com/bpp-photos/Pills/00487-0301-01Albuterol.jpg,Generic,Albuterol Sulfate Soln Nebu 0.63 MG/3ML (Base Equiv),True,03/29/22,Albuterol Sulfate Soln Nebu 0.63 MG/3ML (Base Equiv),327641,NEBU,Rx,available,True,,True,False,12/12/22,False
46890,0.0,41.5,2.08,6.25,/shop/albuterol-sulfate-soln-nebu-1-25-mg-3ml-base-equiv-46890,00487-9904-25,118282,118282,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),3 ML X 25,NEPHRON PHARMACEUTICALS CORP.,Accuneb,1.25MG/3ML,True,Short dated,NEPHRON,10/31/25,,315,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),True,11/18/24,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),427281,NEBU,Rx,available,True,,True,False,False,False
36893,15.0,21.0,5.8500000000000005,17.55,/shop/albuterol-sulfate-soln-nebu-1-25-mg-3ml-base-equiv-36893,76204-0011-55,114712,114712,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),3 ML X 25,RITEDOSE PHARMACEUTICALS,Accuneb,1.25MG/3ML,True,Short dated,RITEDOSE P,12/31/25,,6,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),True,03/13/23,Albuterol Sulfate Soln Nebu 1.25 MG/3ML (Base Equiv),23T36,NEBU,Rx,available,True,,True,False,False,False
20028,7.5,0.0,1.84,5.53,/shop/albuterol-sulfate-soln-nebu-0-083-2-5-mg-3ml-20028,00487-9501-03,300013,300013,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),3 ML X 30,NEPHRON PHARMACEUTICALS CORP.,Proventil,(2.5 MG/3ML)0.083%,True,Short dated,NEPHRON,07/31/25,,1812,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://s3.amazonaws.com/bpp-photos/Pills/00487-9501-03albuterol.jpg,Generic,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),True,03/29/22,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),421091,NEBU,Rx,available,True,,True,False,05/05/23,False
33003,25.98,0.0,2.27,18.2,/shop/albuterol-sulfate-inhal-aero-108-mcg-act-90mcg-base-equiv-33003,68180-0963-01,113357,113357,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),8.5 GM,LUPIN PHARMACEUTICALS,ProAir HFA,108 (90 Base)MCG/ACT,True,Short dated,LUPIN PHRM,09/30/25,,2,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),True,08/17/22,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),I300729,AERS,Rx,available,True,,True,False,False,False
45447,35.0,421.72,0.06,5.75,/shop/alfuzosin-hcl-tab-er-24hr-10-mg-45447,69097-0844-07,117413,117413,Alfuzosin HCl Tab ER 24HR 10 MG,100,CIPLA USA,Uroxatral,10MG,True,Short dated,CIPLA USA,08/31/25,,43,12/24/24,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Alfuzosin HCl Tab ER 24HR 10 MG,True,06/26/24,Alfuzosin HCl Tab ER 24HR 10 MG,NB301995,TB24,Rx,available,True,,True,False,False,False
35758,35.0,421.36,0.07,6.5200000000000005,/shop/alfuzosin-hcl-tab-er-24hr-10-mg-35758,29300-0155-01,114323,114323,Alfuzosin HCl Tab ER 24HR 10 MG,100,UNICHEM PHARMACEUTICALS,Uroxatral,10MG,True,Short dated,UNICHEM,09/30/25,,658,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Alfuzosin HCl Tab ER 24HR 10 MG,True,01/12/23,Alfuzosin HCl Tab ER 24HR 10 MG,GAN-23031,TB24,Rx,available,True,,True,False,False,False
44969,6.71,8.05,0.03,2.48,/shop/all-day-relief-220-mg-44969,00536-1093-11,117063,117063,All Day Relief 220 MG,90,RUGBY LABORATORIES,Anaprox DS,220MG,True,Short dated,RUGBY LABO,06/30/25,,27,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,Naproxen Sodium Tab 220 MG,True,05/01/24,All Day Relief 220 MG,3KR0393,TABS,OTC,available,True,,True,False,False,False
46776,2.59,7.99,0.01,0.99,/shop/allergy-relief-25-mg-46776,81533-0300-10,118207,118207,Allergy Relief 25 MG,100,NOBLE OTC,Benadryl,25MG,True,Short dated,NOBLE OTC,06/30/25,,278,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,Diphenhydramine HCl Tab 25 MG,True,11/05/24,Allergy Relief 25 MG,HP0259,TABS,OTC,available,True,,True,False,False,False
47568,105.56,483.2,0.01,8.55,/shop/allopurinol-tab-100-mg-47568,16571-0883-10,118641,118641,Allopurinol Tab 100 MG,1000,RISING PHARMACEUTICALS,Zyloprim,100MG,True,Short dated,RISING,01/31/26,,275,02/05/25,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Allopurinol Tab 100 MG,True,01/07/25,Allopurinol Tab 100 MG,CAP1024008-D,TABS,Rx,available,True,,True,False,False,False
48029,177.56,780.55,0.03,32.55,/shop/allopurinol-tab-300-mg-48029,31722-0253-10,118807,118807,Allopurinol Tab 300 MG,1000,CAMBER PHARMACEUTICALS,Zyloprim,300MG,True,Short dated,CAMBER PHA,01/31/26,,32,05/09/25,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Allopurinol Tab 300 MG,True,02/04/25,Allopurinol Tab 300 MG,ALO23028,TABS,Rx,available,True,,True,False,False,False
47941,9.5,43.49,0.01,1.12,/shop/allopurinol-tab-100-mg-47941,16571-0883-09,118742,118742,Allopurinol Tab 100 MG,90,RISING PHARMACEUTICALS,Zyloprim,100MG,True,Short dated,RISING,12/31/25,,895,02/05/25,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Allopurinol Tab 100 MG,True,01/29/25,Allopurinol Tab 100 MG,CAP1024001-A,TABS,Rx,available,True,,True,False,False,False
43176,22.8,92.35,0.03,3.4,/shop/allopurinol-tab-300-mg-43176,53489-0157-01,115740,115740,Allopurinol Tab 300 MG,100,SUN PHARMACEUTICALS,Zyloprim,300MG,True,Short dated,SUN PHARMA,01/31/26,,91,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Allopurinol Tab 300 MG,True,10/11/23,Allopurinol Tab 300 MG,P2919,TABS,Rx,available,True,,True,False,False,False
36359,195.0,234.0,4.42,132.45,/shop/alogliptin-pioglitazone-tab-25-45-mg-36359,45802-0499-65,114511,114511,Alogliptin-Pioglitazone Tab 25-45 MG,30,PADAGIS,Oseni,25-45MG,True,Short dated,PADAGIS,08/31/25,,37,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Alogliptin-Pioglitazone Tab 25-45 MG,True,02/15/23,Alogliptin-Pioglitazone Tab 25-45 MG,12353990,TABS,Rx,available,True,,True,False,False,False
36562,155.0,1033.56,1.32,39.45,/shop/alosetron-hcl-tab-0-5-mg-base-equiv-36562,70756-0702-30,114627,114627,Alosetron HCl Tab 0.5 MG (Base Equiv),30,LIFESTAR PHARMA,Lotronex,0.5MG,True,Short dated,LIFESTAR P,10/31/25,,28,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Alosetron HCl Tab 0.5 MG (Base Equiv),True,02/22/23,Alosetron HCl Tab 0.5 MG (Base Equiv),Q0JKV003,TABS,Rx,available,True,,True,False,False,False
43309,338.75,0.0,6.51,195.23000000000002,/shop/aminocaproic-acid-tab-1000-mg-43309,70377-0103-11,115861,115861,Aminocaproic Acid Tab 1000 MG,30,BIOCON PHARMA,Amicar,1000MG,True,Short dated,BIOCON,10/31/25,,30,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Aminocaproic Acid Tab 1000 MG,True,10/25/23,Aminocaproic Acid Tab 1000 MG,23223072A,TABS,Rx,available,True,,True,False,False,False
47147,1100.0,3186.27,0.33,78.89,/shop/aminocaproic-acid-oral-soln-0-25-gm-ml-47147,70377-0104-11,118488,118488,Aminocaproic Acid Oral Soln 0.25 GM/ML,236.5 ML,BIOCON PHARMA,Amicar,0.25GM/ML,True,Short dated,BIOCON,12/31/25,,84,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Aminocaproic Acid Oral Soln 0.25 GM/ML,True,11/27/24,Aminocaproic Acid Oral Soln 0.25 GM/ML,50324008,SOLN,Rx,available,True,,True,False,False,False
47416,30.0,254.0,0.02,2.45,/shop/amitriptyline-hcl-tab-100-mg-47416,16729-0175-01,118577,118577,Amitriptyline HCl Tab 100 MG,100,ACCORD HEALTHCARE,Elavil,100MG,True,Short dated,ACCORD HEA,10/31/25,,5,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Amitriptyline HCl Tab 100 MG,True,12/17/24,Amitriptyline HCl Tab 100 MG,P2206133,TABS,Rx,available,True,,True,False,False,False
