count,mean,std,min,25%,50%,75%,max,delta,itemId,ndc,price,description,manufacturer,strength
7.0,265.28428571428566,5.269860393922085,257.57,262.97,268.37,268.37,268.37,10.800000000000011,5698683,409662514.0,257.57,SODIUM BICARB SD 8.4% 25X50ML,PFIZER INJECTABLE SI,8.4% (1MEQ/ML)
7.0,56.38428571428572,3.9308305192959634,47.47,57.87,57.87,57.87,57.87,10.399999999999999,2879575,378632001.0,47.47,VERAPAMIL HCL ER CP 120MG 100,MYLAN PHARM CS,120MG
4.0,8.5,5.92361376188556,3.37,3.37,8.5,13.63,13.63,10.260000000000002,3664711,832046515.0,3.37,NYAMYC PW 100MU/GM 15GM TOP,UPSHER SMITH LABS LLC CS,100MU/GM
7.0,36.69571428571429,3.567440058561402,35.25,35.25,35.25,35.55,44.77,9.520000000000003,5292503,591292754.0,35.85,LEVLBUTRL TART HFA IN 45MCG 15GM,TEVA PHARMA CS,45MCG
7.0,28.012857142857143,3.3260873624812,20.47,29.27,29.27,29.27,29.27,8.8,5355219,93681673.0,20.47,BUDESONIDE AH0.5MG/2ML 30X2UD,TEVA PHARMA CS,0.5MG/2ML
7.0,66.72714285714287,3.02371578407382,59.87,67.87,67.87,67.87,67.87,8.000000000000007,2879591,378644001.0,59.87,VERAPAMIL HCL ER CP 240MG 100,MYLAN PHARM CS,240MG
7.0,35.727142857142866,2.75914065296736,29.47,36.77,36.77,36.77,36.77,7.300000000000004,5505490,93681655.0,29.47,BUDESONIDE AH0.5MG/2ML 30UD 1/PCH,TEVA PHARMA CS,0.5MG/2ML
7.0,19.227142857142855,2.5323619691618213,18.27,18.27,18.27,18.27,24.97,6.699999999999999,5720339,70954027510.0,24.97,FLUPHENAZINE HCL TB 5MG 100,ANI PHARMACEUTICALS INC CS,5MG
7.0,12.855714285714287,3.474396144861517,10.07,10.07,10.07,16.57,16.57,6.5,5964291,72888007201.0,10.07,AMITRIPTYLINE HCL TB 150MG 100 FC,ADVAGEN PHARMA LTD CS,150MG
7.0,35.59857142857143,3.0252902261404504,31.17,34.269999999999996,37.37,37.37,37.37,6.199999999999996,2134591,45802001405.0,31.17,HYDROCORTISONE OI 2.5% 454GM,PADAGIS US LLC RX CS,2.5%
7.0,15.541428571428572,2.3055832853562856,14.67,14.67,14.67,14.67,20.77,6.1,2991776,378050101.0,20.77,BISOPROLOL/HCTZ TB 2.5-6.25MG 100,MYLAN PHARM CS,2.5-6.25MG
7.0,22.455714285714286,3.1002304061841235,19.97,19.97,19.97,25.77,25.77,5.800000000000001,5964218,72888006800.0,19.97,AMITRIPTYLINE HCL TB 25MG 1000,ADVAGEN PHARMA LTD CS,25MG
7.0,7.155714285714285,3.100230406184123,4.67,4.67,4.67,10.47,10.47,5.800000000000001,5964259,72888007101.0,4.67,AMITRIPTYLINE HCL TB 100MG 100,ADVAGEN PHARMA LTD CS,100MG
7.0,11.312857142857142,1.965415259647981,10.57,10.57,10.57,10.57,15.77,5.199999999999999,5677687,70756081560.0,15.77,CAPECITABINE TB 150MG 60,LIFESTAR PHARMA LLC CS,150MG
7.0,35.83857142857143,1.8870384960870004,34.85,34.85,34.85,35.85,39.77,4.920000000000002,2711950,60758088005.0,36.85,FLUOROMETHOLONE DR 0.1% 5ML SUSP,MYLAN PHARM CS,0.1%
7.0,11.755714285714285,1.8142294704442903,11.07,11.07,11.07,11.07,15.87,4.799999999999999,5374707,65862078190.0,15.87,OLMES MEDOX/HCTZ TB 40-25MG 90,AUROBINDO PHARMA USA CS,40-25MG
7.0,33.63857142857144,1.670602970700785,29.85,34.27,34.27,34.27,34.27,4.420000000000002,4908398,47781060730.0,29.85,DISULFIRAM TB 250MG 30,ALVOGEN INC CS,250MG
7.0,22.669999999999995,1.5874507866387537,22.07,22.07,22.07,22.07,26.27,4.199999999999999,5408315,67877025930.0,26.27,RASAGILINE MESYLATE TB 0.5MG 30,ASCEND LABORATORIES CS,0.5MG
7.0,67.73,1.9607141556075947,65.75,65.75,67.85,69.67,69.67,3.9200000000000017,5872916,527301248.0,67.85,MESALAMINE TB 1.2GM 120 DR,LANNETT CO INC CS,1.2GM
7.0,5.941428571428572,2.0846376869169103,4.27,4.27,4.27,8.17,8.17,3.9000000000000004,5964242,72888007001.0,4.27,AMITRIPTYLINE HCL TB 75MG 100,ADVAGEN PHARMA LTD CS,75MG
7.0,21.398571428571433,1.6590301240125074,18.97,20.67,22.37,22.37,22.37,3.400000000000002,4218921,67877012440.0,18.97,SILVER SULFAD CR 1% 400GM JAR,ASCEND LABORATORIES CS,1%
7.0,11.34142857142857,1.2472827609304504,10.87,10.87,10.87,10.87,14.17,3.3000000000000007,5374681,65862078090.0,14.17,OLMES MEDOX/HCTZ TB 40-12.5MG 90,AUROBINDO PHARMA USA CS,40-12.5MG
2.0,5.9350000000000005,2.2132442251138937,4.37,5.1525,5.9350000000000005,6.7175,7.5,3.13,5496328,24979010206.0,4.37,BUPROPION XL TB 300MG 30 1/D,UPSHER SMITH LABS LLC CS,300MG
7.0,8.841428571428569,1.1338934190276817,6.27,9.27,9.27,9.27,9.27,3.0,3650389,54007725.0,6.27,TORSEMIDE TB 20MG 100,HIKMA CS,20MG
7.0,87.72142857142858,1.2784290955625808,85.85,87.16,88.47,88.47,88.47,2.6200000000000045,5816004,49884014811.0,88.47,DEXLANSOPRAZOLE CP 60MG 30 DR,ENDO USA INC CS,60MG
7.0,49.98428571428571,1.3897584579446076,48.87,48.87,48.87,51.47,51.47,2.6000000000000014,5910369,42806056012.0,51.47,ICOSAPENT ETHYL CP 1GM 120,EPIC PHARMA LLC CS,1GM
7.0,8.641428571428571,0.9827076298239906,8.27,8.27,8.27,8.27,10.87,2.5999999999999996,5374673,65862077990.0,10.87,OLMES MEDOX/HCTZ TB 20-12.5MG 90,AUROBINDO PHARMA USA CS,20-12.5MG
7.0,17.812857142857144,0.9449111825230687,15.67,18.17,18.17,18.17,18.17,2.5000000000000018,3675287,409733201.0,15.67,CEFTRIAXONE SOD PR 1GM 10,PFIZER INJECTABLE SI,1GM
7.0,13.998571428571429,1.2828539611796361,12.97,12.97,12.97,15.37,15.37,2.3999999999999986,5629324,527512578.0,12.97,LACTULOSE SL 10GM/15ML 946ML,LANNETT CO INC CS,10GM/15ML
7.0,117.38428571428572,1.0832490809728714,116.75,116.75,116.75,117.86,118.97,2.219999999999999,5501663,31722062921.0,118.97,ATOVAQUONE SS 750MG/5ML 210ML,CAMBER PHARMA CS,750MG/5ML
7.0,11.355714285714285,1.015592719267213,10.27,10.27,12.17,12.17,12.17,1.9000000000000004,5548474,832532511.0,12.17,POTASSIUM CL TB 20MEQ 100 ER,UPSHER SMITH LABS LLC CS,20MEQ
7.0,93.72714285714285,0.9271050693011025,92.37,93.32,94.27,94.27,94.27,1.8999999999999915,1404672,409120703.0,92.37,GENTAMICIN SD 40MG/ML 25X2ML FTV,PFIZER INJECTABLE SI,40MG/ML
7.0,7.098571428571428,0.9621404708847278,6.07,6.07,7.87,7.87,7.87,1.7999999999999998,5551692,72578000801.0,7.87,METRONIDAZOLE TB 500MG 100,VIONA PHARMACEUTICALS INC CS,500MG
7.0,4.198571428571428,0.6047431568147635,3.97,3.97,3.97,3.97,5.57,1.6,5374699,65862078130.0,5.57,OLMES MEDOX/HCTZ TB 40-25MG 30,AUROBINDO PHARMA USA CS,40-25MG
7.0,3.9271428571428575,0.8017837257372734,3.07,3.07,4.57,4.57,4.57,1.5000000000000004,4786471,13668018590.0,4.57,SILDENAFIL CITRATE TB 20MG 90,TORRENT PHARMA INC CS,20MG
7.0,2.584285714285715,0.5669467095138409,2.37,2.37,2.37,2.37,3.87,1.5,4738639,31722055190.0,3.87,LEVOCETIRIZINE TB 5MG 90,CAMBER PHARMA CS,5MG
7.0,30.669999999999995,0.6831300510639725,29.67,30.37,31.07,31.07,31.07,1.3999999999999986,4478038,43598021040.0,29.67,SSD CR 1% 400GM JAR,DR REDDYS LABS INC CS,1%
7.0,35.98142857142858,0.4989131043721801,34.85,36.17,36.17,36.17,36.17,1.3200000000000003,2280477,61314063710.0,34.85,PREDNISOLONE ACET DR 1% 10ML SUSP,SANDOZ CS,1%
7.0,16.327142857142857,0.6948792289723038,15.77,15.77,15.77,17.07,17.07,1.3000000000000007,4304424,51672411806.0,15.77,FLUOROURACIL CR 5% 40GM TOP,TARO PHARMACEUTICALS USA CS,5%
7.0,5.4557142857142855,0.6414269805898186,4.77,4.77,5.97,5.97,5.97,1.2000000000000002,4888624,65162035109.0,5.97,SILDENAFIL TB 20MG 90,AMNEAL PHARMACEUTICALS LLC CS,20MG
7.0,16.96,0.6360817557515688,16.28,16.28,17.47,17.47,17.47,1.1899999999999977,2280469,61314063705.0,17.47,PREDNISOLONE ACET DR 1% 5ML SUSP,SANDOZ CS,1%
7.0,61.589999999999996,0.5986651818838293,60.95,60.95,62.07,62.07,62.07,1.1199999999999974,2462083,93221005.0,62.07,SUCRALFATE TB 1GM 500,TEVA PHARMA CS,1GM
7.0,4.127142857142856,0.41576092031015005,3.97,3.97,3.97,3.97,5.07,1.1,5459250,65862078030.0,5.07,OLMES MEDOX/HCTZ TB 40-12.5MG 30,AUROBINDO PHARMA USA CS,40-12.5MG
7.0,3.927142857142857,0.41576092031015,3.77,3.77,3.77,3.77,4.87,1.1,5259858,69097042303.0,4.87,CELECOXIB CP 50MG 60,CIPLA USA INC CS,50MG
7.0,18.998571428571427,0.5345224838248488,18.57,18.57,18.57,19.57,19.57,1.0,2127785,50111033401.0,18.57,METRONIDAZOLE TB 500MG 100,TEVA PHARMA CS,500MG
7.0,17.084285714285716,0.4879500364742666,16.37,16.87,17.37,17.37,17.37,1.0,5251632,13668048450.0,16.37,MINOCYCLINE HCL CP 100MG 50,TORRENT PHARMA INC CS,100MG
7.0,44.777142857142856,0.47331153538003806,44.5,44.5,44.5,44.985,45.47,0.9699999999999989,5792171,82182077305.0,45.47,BRIMONIDINE TART DR 0.15%5ML OPTH,ZYDUS PHARMA USA INC CS,0.15%
7.0,18.35571428571429,0.481070235442365,17.97,17.97,17.97,18.87,18.87,0.9000000000000021,5833017,62037072001.0,17.97,POTASSIUM CL TB 20MEQ 100 ER,TEVA PHARMA CS,20MEQ
7.0,14.012857142857143,0.4276179870598794,13.67,13.67,13.67,14.47,14.47,0.8000000000000007,1233378,93026215.0,13.67,FLUOCINONIDE CR 0.05% 15GM,TEVA PHARMA CS,0.05%
7.0,3.2842857142857147,0.30237157840738194,3.17,3.17,3.17,3.17,3.97,0.8000000000000003,5443072,65862077930.0,3.97,OLMES MEDOX/HCTZ TB 20-12.5MG 30,AUROBINDO PHARMA USA CS,20-12.5MG
7.0,6.969999999999999,0.3741657386773943,6.67,6.67,6.67,7.37,7.37,0.7000000000000002,5629316,527512570.0,6.67,LACTULOSE SL 10GM/15ML 473ML,LANNETT CO INC CS,10GM/15ML
7.0,9.898571428571428,0.2927700218845598,9.47,9.77,10.07,10.07,10.07,0.5999999999999996,5157862,23155050005.0,9.47,HYDROXYZINE HCL TB 10MG 500,AVET PHARMA INC CS,10MG
7.0,4.784285714285715,0.2672612419124244,4.57,4.57,4.57,5.07,5.07,0.5,5964226,72888006901.0,4.57,AMITRIPTYLINE HCL TB 50MG 100,ADVAGEN PHARMA LTD CS,50MG
7.0,5.727142857142857,0.24397501823713333,5.37,5.62,5.87,5.87,5.87,0.5,4309498,24208048610.0,5.37,DORZLMD/TIMOL DR22.3-6.8MG/ML10ML,BAUSCH LOMB AMERICAS CS,22.3-6.8MG/ML
7.0,30.54714285714286,0.2031185438534431,30.25,30.45,30.67,30.67,30.67,0.4200000000000017,5393699,68180031902.0,30.67,BUPROPION XL TB 150MG 500 1/D,LUPIN PHARMA INC CS NCBNET,150MG
7.0,18.812857142857148,0.1511857892036917,18.47,18.87,18.87,18.87,18.87,0.40000000000000213,3664539,781320895.0,18.47,CEFTRIAXONE SOD PR 1GM 10,SANDOZ CS,1GM
7.0,14.555714285714286,0.1951800145897068,14.27,14.469999999999999,14.67,14.67,14.67,0.40000000000000036,5345459,68382031818.0,14.27,MINOCYCLINE HCL CP 100MG 50,ZYDUS PHARMA USA INC CS,100MG
7.0,2.684285714285714,0.14638501094227988,2.47,2.62,2.77,2.77,2.77,0.2999999999999998,3581907,168009915.0,2.47,KETOCONAZOLE CR 2% 15GM TUBE,SANDOZ CS,2%
7.0,1.9985714285714287,0.16035674514745452,1.87,1.87,1.87,2.17,2.17,0.2999999999999998,3485703,93416173.0,1.87,AMOXICILLIN PT 400MG/5ML 100ML,TEVA PHARMA CS,400MG/5ML
7.0,2.6257142857142854,0.1443210706327092,2.51,2.51,2.51,2.78,2.78,0.27,5441951,70000036601.0,2.51,LDR LIDOCAIN PRLF AP 4% 5 MS,VERIDIAN HEALTHCARE LLC LEADER,4%
7.0,2.7557142857142862,0.10690449676496985,2.67,2.67,2.67,2.87,2.87,0.20000000000000018,3837242,143988701.0,2.67,AMOXICILLIN PT 400MG/5ML 100ML DF,HIKMA CS,400MG/5ML
7.0,5.255714285714285,0.10690449676496984,5.17,5.17,5.17,5.37,5.37,0.20000000000000018,4110383,65862007101.0,5.17,AMOXICILLIN PT 400MG/5ML 100ML,AUROBINDO PHARMA USA CS,400MG/5ML
7.0,1.2557142857142856,0.10690449676496985,1.17,1.17,1.17,1.37,1.37,0.20000000000000018,4600219,43547027603.0,1.17,DONEPEZIL HCL TB 10MG 30,SOLCO HEALTHCARE US LLC CS,10MG
7.0,1.6557142857142857,0.10690449676496974,1.57,1.57,1.57,1.77,1.77,0.19999999999999996,3508215,93416178.0,1.57,AMOXICILLIN PT 400MG/5ML 75ML,TEVA PHARMA CS,400MG/5ML
7.0,0.9485714285714285,0.026726124191242404,0.92,0.92,0.97,0.97,0.97,0.04999999999999993,5741806,70000058901.0,0.97,LDR  ANTI-DIARRHEAL TB 2MG 24,PERRIGO COMPANY,2MG
7.0,35.49,0.0,35.49,35.49,35.49,35.49,35.49,0.0,5601695,904693176.0,35.49,PEG 3350 PK 17GM/DOSE 30UD POWDER,MAJOR PHARMACEUTICALS,17GM/DOSE
7.0,11.070000000000002,1.9186846773327266e-15,11.07,11.07,11.07,11.07,11.07,0.0,5600903,121087316.0,11.07,LACTULOSE SL 10GM/15ML 473ML,PHARMACEUTICAL ASSOC CS,10GM/15ML
7.0,8.97,0.0,8.97,8.97,8.97,8.97,8.97,0.0,5652318,11527070442.0,8.97,SODIUM FL 5000 SNST PS1.1-5%100ML,PRASCO LABS CS,1.1-5%
7.0,341.96999999999997,6.139790967464725e-14,341.97,341.97,341.97,341.97,341.97,0.0,5603147,55111028960.0,341.97,NAPROX/ESOM MAG TB 375-20MG 60 DR,DR REDDYS LABS INC CS,375-20MG
7.0,289.77,0.0,289.77,289.77,289.77,289.77,289.77,0.0,5603154,55111070160.0,289.77,NAPROX/ESOM MAG TB 500-20MG 60 DR,DR REDDYS LABS INC CS,500-20MG
7.0,49.769999999999996,7.674738709330906e-15,49.77,49.77,49.77,49.77,49.77,0.0,5603576,60505095303.0,49.77,AZLSTN/FLTCSN SN 137-50MCG/SP23GM,APOTEX CORP CS,137-50MCG/SPRAY
7.0,10.040000000000001,1.9186846773327266e-15,10.04,10.04,10.04,10.04,10.04,0.0,5604608,80681002000.0,10.04,MULTIVITAMIN TB 1000,MAJOR RUGBY LAB CS,NOT AVAILABLE
7.0,20.069999999999997,3.837369354665453e-15,20.07,20.07,20.07,20.07,20.07,0.0,5643465,59762053102.0,20.07,PHENYTOIN SS 125MG/5ML 237ML O/V,MYLAN PHARM CS,125MG/5ML
7.0,5.9399999999999995,9.593423386663633e-16,5.94,5.94,5.94,5.94,5.94,0.0,5604624,80681002200.0,5.94,REGULOID CP 160 SF G/F,MAJOR RUGBY LABS,NOT AVAILABLE
7.0,98.39,0.0,98.39,98.39,98.39,98.39,98.39,0.0,5604673,904693181.0,98.39,PEG 3350 PK 17GM/DOSE 100UD PWD,MAJOR PHARMACEUTICALS,17GM/DOSE
7.0,20.669999999999998,3.837369354665453e-15,20.67,20.67,20.67,20.67,20.67,0.0,5605068,72578000305.0,20.67,MEMANTINE HCL TB 5MG 500 CPLT,VIONA PHARMACEUTICALS INC CS,5MG
7.0,28.87,0.0,28.87,28.87,28.87,28.87,28.87,0.0,5606025,69584061250.0,28.87,METHOCARBAMOL TB 750MG 500 CPLT,OXFORD PHARMACEUTICALS LLC CS,750MG
7.0,34.77,0.0,34.77,34.77,34.77,34.77,34.77,0.0,5606611,51672421503.0,34.77,METRONIDAZOLE GL 1% 60GM TOP,TARO PHARMACEUTICALS USA CS,1%
7.0,3.9699999999999998,4.796711693331816e-16,3.97,3.97,3.97,3.97,3.97,0.0,5600473,65862070755.0,3.97,AMOXICILLIN PT 250MG/5ML 150ML,AUROBINDO PHARMA USA CS,250MG/5ML
7.0,15.47,0.0,15.47,15.47,15.47,15.47,15.47,0.0,5606678,69367024101.0,15.47,NABUMETONE TB 500MG 100,WESTMINSTER PHARMACEUTICALS CS,500MG
7.0,19.97,0.0,19.97,19.97,19.97,19.97,19.97,0.0,5606694,69367024201.0,19.97,NABUMETONE TB 750MG 100,WESTMINSTER PHARMACEUTICALS CS,750MG
7.0,81.17,0.0,81.17,81.17,81.17,81.17,81.17,0.0,5606702,69367024205.0,81.17,NABUMETONE TB 750MG 500,WESTMINSTER PHARMACEUTICALS CS,750MG
7.0,7.07,0.0,7.07,7.07,7.07,7.07,7.07,0.0,5607486,50111045001.0,7.07,TRAZODONE TB 150MG 100,TEVA PHARMA CS,150MG
7.0,43.67000000000001,7.674738709330906e-15,43.67,43.67,43.67,43.67,43.67,0.0,5608021,43975034903.0,43.67,PALIPERIDONE ER TB 1.5MG 30,ANI PHARMACEUTICALS INC CS,1.5MG
7.0,13.900000000000002,1.9186846773327266e-15,13.9,13.9,13.9,13.9,13.9,0.0,5608427,80681006301.0,13.9,TAB-A-VITE MULTIVITAMIN TB 1000,MAJOR RUGBY LAB CS,NOT AVAILABLE
7.0,7.159999999999998,1.9186846773327266e-15,7.16,7.16,7.16,7.16,7.16,0.0,5651914,80681004201.0,7.16,REGULOID PW 284GM ORANGE SF,MAJOR RUGBY LABS,NOT AVAILABLE
7.0,1.8799999999999994,4.796711693331816e-16,1.88,1.88,1.88,1.88,1.88,0.0,5651831,80681006300.0,1.88,TAB-A-VITE TB 100 W/IRON BTA CAR,MAJOR RUGBY LAB CS,NOT AVAILABLE
7.0,124.16999999999999,1.5349477418661813e-14,124.17,124.17,124.17,124.17,124.17,0.0,5600762,68180042101.0,124.17,MOXIFLOXACIN HCL DR 0.5% 3ML,LUPIN PHARMA INC CS NCBNET,0.5%
7.0,22.37,0.0,22.37,22.37,22.37,22.37,22.37,0.0,5598552,70700012487.0,22.37,LOJAIMIESS TB 0.1-0.02-0.01MG 91,XIROMED LLC CS,0.1-0.02-0.01MG
7.0,38.77,0.0,38.77,38.77,38.77,38.77,38.77,0.0,5600457,62332034290.0,38.77,CANDESARTAN CILEXETIL TB 8MG 90,ALEMBIC PHARMACEUTICALS INC CS,8MG
7.0,81.17,0.0,81.17,81.17,81.17,81.17,81.17,0.0,5653241,66689073505.0,81.17,ARIPIPRAZOLE SL 1MG/ML 150ML ORAL,PHARMACEUTICAL ASSOC CS,1MG/ML
7.0,38.56,0.0,38.56,38.56,38.56,38.56,38.56,0.0,5654355,536116361.0,38.56,GUAIFENESIN TB 600MG 100 ER,MAJOR RUGBY LABS,600MG
7.0,13.269999999999998,1.9186846773327266e-15,13.27,13.27,13.27,13.27,13.27,0.0,5595111,33342033354.0,13.27,TRIAMCIN ACET OI 0.1% 454GM TOP,MACLEODS PHARMA USA INC CS,0.1%
7.0,80.27,0.0,80.27,80.27,80.27,80.27,80.27,0.0,5654280,43598035804.0,80.27,ABIRATERONE ACETATE TB 250MG 120,DR REDDYS LABS INC CS,250MG
7.0,1.8700000000000006,4.796711693331816e-16,1.87,1.87,1.87,1.87,1.87,0.0,5595293,67877043003.0,1.87,ARIPIPRAZOLE TB 2MG 30,ASCEND LABORATORIES CS,2MG
7.0,16.73,0.0,16.73,16.73,16.73,16.73,16.73,0.0,5654157,80681011701.0,16.73,GLUCOSAM/CHOND CP 500-400MG 120,MAJOR RUGBY LABS,500-400MG
7.0,1.74,0.0,1.74,1.74,1.74,1.74,1.74,0.0,5653852,80681007400.0,1.74,FOLIC ACID TB 800MCG 100,MAJOR RUGBY LAB CS,800MCG
7.0,2.17,0.0,2.17,2.17,2.17,2.17,2.17,0.0,5595301,67877043103.0,2.17,ARIPIPRAZOLE TB 5MG 30,ASCEND LABORATORIES CS,5MG
7.0,2.57,0.0,2.57,2.57,2.57,2.57,2.57,0.0,5595319,67877043203.0,2.57,ARIPIPRAZOLE TB 10MG 30,ASCEND LABORATORIES CS,10MG
7.0,4.97,0.0,4.97,4.97,4.97,4.97,4.97,0.0,5653365,57237016290.0,4.97,OMEPRAZOLE CP 40MG 90 DR,RISING PHARMA HOLDINGS INC CS,40MG
7.0,3.1699999999999995,4.796711693331816e-16,3.17,3.17,3.17,3.17,3.17,0.0,5595327,67877043303.0,3.17,ARIPIPRAZOLE TB 15MG 30,ASCEND LABORATORIES CS,15MG
7.0,3.670000000000001,9.593423386663633e-16,3.67,3.67,3.67,3.67,3.67,0.0,5595335,67877043403.0,3.67,ARIPIPRAZOLE TB 20MG 30,ASCEND LABORATORIES CS,20MG
7.0,4.170000000000001,9.593423386663633e-16,4.17,4.17,4.17,4.17,4.17,0.0,5595343,67877043503.0,4.17,ARIPIPRAZOLE TB 30MG 30,ASCEND LABORATORIES CS,30MG
7.0,32.97,0.0,32.97,32.97,32.97,32.97,32.97,0.0,5598982,65162099308.0,32.97,DOTTI AP 0.05MG/24H 8,AMNEAL PHARMACEUTICALS LLC CS,0.05MG/24HR
7.0,5.670000000000001,9.593423386663633e-16,5.67,5.67,5.67,5.67,5.67,0.0,5653167,11534016616.0,5.67,SOD POLY SULF PW 15GM,SUNRISE PHARMACEUTICAL INC CS,NOT AVAILABLE
7.0,8.22,0.0,8.22,8.22,8.22,8.22,8.22,0.0,5595384,65806401.0,8.22,GENTEAL GEL DR 0.3% 10GM SVR RLF,ALCON VISION CARE,0.3%
7.0,16.87,0.0,16.87,16.87,16.87,16.87,16.87,0.0,5596465,68462030147.0,16.87,ADAP/BENZOYL PER GL 0.1-2.5% 45GM,GLENMARK PHARMA INC USA CS,0.1-2.5%
